table,variable,coef,se,z_abs,stars,spec,paper_title,journal,year,direction,positive,negative,estimated,note,t_stat,dependent,panel,leverage_measure,asset_class,pvalue,pvalue_bootstrap,pval
Table 6,Positive earnings(×10⁻³),-0.3494,,0.25,,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AD(×10⁻³),2.0955,,2.67,**,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AD(×10⁻³),1.2414,,1.63,,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,GDP per capita,-0.0004,,4.04,**,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,GDP per capita,-0.0004,,3.73,**,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,POST,0.0109,,3.65,**,Col (1),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,POST,-0.0163,,1.32,,Col (2),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,POST,-0.0261,,1.88,*,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,POST,-0.0216,,1.71,*,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,POST,-0.0252,,1.86,*,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AS×POST(×10⁻³),0.3332,,1.86,*,Col (2),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AS×POST(×10⁻³),0.517,,2.27,**,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AS×POST(×10⁻³),0.311,,1.7,*,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AS×POST(×10⁻³),0.3682,,1.62,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Rule 144a placement×POST,0.0079,,3.38,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,OTC listing×POST,0.0068,,3.83,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Exchange listing×POST(×10⁻³),0.0045,,2.22,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Earning surprise×POST(×10⁻³),-2.6582,,3.62,**,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Dispersion×POST(×10⁻³),-0.7045,,0.28,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Analysts×POST(×10⁻³),0.0395,,0.26,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,Positive earnings×POST(×10⁻³),-7.1911,,2.69,**,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AD×POST(×10⁻³),-0.8143,,0.75,,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,AD×POST(×10⁻³),-0.1792,,0.16,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,GDP per capita×POST,0.0003,,2.2,**,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 6,GDP per capita×POST,0.0003,,2.2,**,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Illiquidity,0.0097,,3.89,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,IAS GAAP dummy,-0.004,,1.47,,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Reconciliation dummy,0.0034,,0.69,,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Firm disclosure score,-0.0001,,1.1,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.0063,,4.57,**,Col (1),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.0065,,4.6,**,Col (2),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.009,,5.87,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.0047,,1.74,*,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.0057,,2.2,**,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,-0.0141,,1.2,,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,POST,0.0065,,4.46,**,Col (7),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,13-F Ownership,-0.0015,,0.16,,Col (1),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,US fraction of trading volume,-0.0034,,0.77,,Col (2),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Illiquidity dummy×POST,-0.007,,2.61,**,Col (3),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,IAS GAAP dummy×POST,0.0087,,1.73,*,Col (4),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Reconciliation dummy×POST,0.0005,,0.06,,Col (5),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Firm disclosure score×POST,0.0003,,1.91,*,Col (6),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 7,Capital-raising dummy,-0.0032,,0.96,,Col (7),The economic consequences of increased disclosure: Evidence from international cross-listings☆,JFE,2006,1,True,False,,,,,,,,,,
Table 5,GDP,10.816,1.254,8.625,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP,10.376,1.277,8.123,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP,4.464,1.17,3.816,***,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP,4.716,1.071,4.404,***,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP,12.109,2.073,5.837,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP,11.709,2.185,5.361,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,1.976,1.081,1.828,*,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,1.593,1.068,1.491,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,0.816,0.263,3.102,***,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,0.283,0.821,0.345,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,4.924,2.389,2.063,**,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,GDP per capita growth,4.968,2.42,2.053,**,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-14.721,3.249,4.531,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-15.143,3.379,4.483,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-1.713,5.573,0.307,,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-7.497,5.365,1.397,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-8.847,3.642,2.429,**,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Contract enforcement days,-8.289,3.858,2.149,**,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-0.093,0.061,1.525,,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-0.088,0.053,1.66,*,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-0.054,0.025,2.16,**,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-0.052,0.023,2.261,**,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-1.626,0.285,5.705,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Inflation,-1.673,0.333,5.024,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,5.841,2.07,2.821,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,6.413,2.472,2.594,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,0.768,1.27,0.605,,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,2.399,1.452,1.652,*,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,10.647,2.963,3.595,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Creditor rights,9.936,3.41,2.915,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,French legal origin,-0.451,6.113,0.074,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,French legal origin,0.0,4.71,0.0,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,French legal origin,8.305,8.372,0.992,*,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,German legal origin,-1.351,9.571,0.141,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,German legal origin,14.099,16.977,0.831,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,German legal origin,-18.204,10.373,1.754,*,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Nordic legal origin,4.467,9.53,0.469,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Nordic legal origin,-8.95,10.425,0.858,,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Socialist legal origin,-19.409,6.648,2.919,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Socialist legal origin,-5.941,4.024,1.476,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 5,Socialist legal origin,-10.438,10.755,0.97,,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,9.751,1.262,7.729,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,8.401,1.403,5.985,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,3.945,1.014,3.891,***,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,3.686,1.179,3.126,***,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,11.712,2.222,5.271,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP,11.368,2.382,4.773,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,2.203,0.999,2.205,**,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,1.921,0.928,2.068,**,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,1.015,0.247,4.11,***,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,1.05,0.224,4.688,***,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,5.002,2.474,2.021,**,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,GDP per capita growth,4.499,2.513,1.791,*,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-15.014,3.17,4.738,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-14.68,2.994,4.901,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-4.476,5.428,0.825,,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-4.029,5.287,0.762,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-8.873,3.538,2.507,**,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Contract enforcement days,-9.065,3.603,2.515,**,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-0.071,0.07,1.014,,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-0.064,0.058,1.103,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-0.039,0.035,1.114,,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-0.037,0.032,1.156,,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-1.564,0.292,5.356,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Inflation,-1.514,0.304,4.974,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,6.988,2.116,3.304,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,6.112,2.139,2.857,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,2.272,1.328,1.711,*,"Poor countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,2.154,1.272,1.694,*,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,10.571,2.985,3.543,***,"Rich countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Creditor rights,10.623,3.021,3.518,***,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Information sharing,17.0,4.713,3.605,***,"All countries, Col (1)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Information sharing,10.861,3.284,3.308,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Information sharing,7.183,7.292,0.985,,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Private bureau,20.788,6.225,3.339,***,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Private bureau,14.238,5.892,2.415,**,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Private bureau,7.401,7.131,1.038,,"Rich countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Public registry,7.218,4.588,1.574,,"All countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
Table 6,Public registry,9.926,3.616,2.744,***,"Poor countries, Col (2)",Private credit in 129 countries☆,JFE,2007,1,True,False,,,,,,,,,,
