table,variable,coef,se,z_abs,stars,spec,paper_title,wp_number,year,direction,positive,negative,published_top3,pvalue,estimated,note,estimated_z,dep_var,panel,p_value,t_stat
Table 4,Sole Authority to Liquidate Banks,-10.219,1.601,6.382,***,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Sole Authority to Liquidate Banks,-9.39,1.48,6.351,***,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Sole Authority to Liquidate Banks,-4.59,1.124,4.084,***,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Sole Authority to Liquidate Banks,-11.128,1.655,6.721,***,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Supervisors' Term,1.032,0.689,1.498,,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Supervisors' Term,2.025,0.632,3.204,***,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Supervisors' Term,1.662,0.39,4.262,***,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Supervisors' Term,2.452,0.72,3.406,***,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Banks per Examiner,-0.072,0.048,1.5,,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Banks per Examiner,-0.005,0.043,0.116,,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Banks per Examiner,0.084,0.03,2.8,***,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Banks per Examiner,0.014,0.048,0.292,,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Capital Requirement,-0.139,0.051,2.725,***,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Capital Requirement,-0.034,0.044,0.773,,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Capital Requirement,-0.02,0.028,0.714,,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Capital Requirement,-0.075,0.053,1.415,,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Reserve Requirement,0.384,0.223,1.722,*,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Reserve Requirement,0.342,0.195,1.754,*,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Reserve Requirement,0.469,0.151,3.105,***,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Reserve Requirement,0.684,0.223,3.067,***,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,States Prohibiting Branching,7.236,1.589,4.555,***,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,States Prohibiting Branching,3.459,1.431,2.418,**,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,States Prohibiting Branching,-0.548,1.06,0.517,,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Average Deposits per Bank,0.15,0.213,0.704,,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Average Deposits per Bank,0.035,0.128,0.273,,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Average Deposits per Bank,0.099,0.075,1.32,,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Average Deposits per Bank,0.196,0.225,0.871,,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Farm Land Value,-0.041,0.027,1.519,,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Farm Land Value,-0.078,0.023,3.391,***,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Farm Land Value,-0.04,0.017,2.353,**,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Farm Land Value,-0.071,0.026,2.731,***,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Branches as % of State Banks,-0.22,0.1,2.2,**,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Failure Rate for National Banks,2.729,0.16,17.056,***,1930-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Failure Rate for National Banks,2.361,0.226,10.447,***,1929-32,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Failure Rate for National Banks,1.845,0.233,7.918,***,1929-30,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 4,Failure Rate for National Banks,3.148,0.198,15.899,***,1929-33,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Sole Authority to Charter Banks,-0.0026,0.0167,0.156,,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Sole Authority to Charter Banks,-0.0402,0.0456,0.882,,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Sole Authority to Liquidate Banks,-0.1233,0.0166,7.428,**,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Sole Authority to Liquidate Banks,-0.3387,0.0449,7.542,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Supervisors' Term,0.0225,0.0079,2.849,***,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Supervisors' Term,0.0637,0.0208,3.064,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Banks per Examiner,-0.0004,0.0005,0.8,,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Banks per Examiner,0.0001,0.0014,0.071,,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Capital Requirement,-0.0015,0.0007,2.143,**,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Capital Requirement,-0.0077,0.0018,4.278,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Reserve Requirement,0.0042,0.0023,1.826,*,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Reserve Requirement,0.0099,0.0064,1.547,,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,States Prohibiting Branching,0.0775,0.0167,4.641,***,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,States Prohibiting Branching,0.1518,0.0458,3.315,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Average Deposits per Bank,0.0024,0.0025,0.96,,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Average Deposits per Bank,-0.0018,0.0074,0.243,,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Farm Land Value,-0.0007,0.0003,2.333,**,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Farm Land Value,-0.0041,0.0008,5.125,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Failure Rate for National Banks,0.0325,0.0022,14.773,***,Log_Proportions,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Appendix Table 3,Failure Rate for National Banks,0.0737,0.0056,13.161,***,Count_Data,"Bank Supervision, Regulation, and Instability During the Great Depression",w10475,2004,1,True,False,,,,,,,,,
Table 7,SIZE,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: negative, significant",,,,,
Table 7,SURPRISE,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: positive, significant",,,,,
Table 7,NEG_SURPRISE,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: positive, significant",,,,,
Table 7,LOSS,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: negative, significant",,,,,
Table 7,ABSCAR,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: positive, significant",,,,,
Table 7,SIGNCAR,,,,,Panel A,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Direction: positive, significant",,,,,
Table 7,POSTFD,,,,**,Spec I & III,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significantly positive,,,,,
Table 7,VIX,,,,,All specs,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Has explanatory power, reduces POSTFD effect by 75%",,,,,
Table 8,POSTFD,,,,,All specs,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Insignificant,,,,,
Table 8,POSTFD_SMB,0.71,,,**,Small firms portfolio,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significantly positive,,,,,
Table 8,POSTFD_SMB,,,,**,Mid-size firms portfolio,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significantly positive,,,,,
Table 8,POSTFD_SMB,,,,,Big firms portfolio,"SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"Negative, not significant",,,,,
Table 9,POSTFD_SMB,,,,**,"Panel A, quintiles 1-3","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,"t-statistics positive for all, above 1 for 14/15 portfolios, significant at 5% for 8/15",,,,,
Table 9,POSTFD_SMB,,,,**,"Panel A, quintile 2","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significantly positive at 5% for all portfolios,,,,,
Table 9,POSTFD_SMB,,,,**,"Panel B, 1963-2002","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significantly positive for all quintile 2 portfolios,,,,,
Table 10,POSTFD_SMB,,,,,"Small firms, no prior coverage","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Not significantly different from zero,,,,,
Table 10,POSTFD_SMB,0.58,,,**,"Small firms, lost all coverage","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significant at 5%,,,,,
Table 10,POSTFD_SMB,0.77,,,**,"Small firms, partial coverage loss","SEC Regulation Fair Disclosure, Information, and the Cost of Capital",w10567,2004,-1,False,True,False,,,Significant at 5%,,,,,
Table 1,Growth,0.0678,,,**,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Log GNP,-0.009,,,,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Rule of Law,0.0135,,,,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,State-owned bank assets,-0.6765,,,***,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Explicit deposit insurance,-0.1581,,,,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Growth,0.0674,,,***,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Log GNP,0.0019,,,,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Rule of Law,0.046,,,**,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,French origin,-0.2813,,,**,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,German origin,-0.288,,,*,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Scandinavian origin,-0.3141,,,**,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,State-owned bank assets,-0.6024,,,***,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Explicit deposit insurance,-0.0937,,,,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Growth,0.0658,,,**,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Log GNP,-0.0026,,,,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Rule of Law,0.0154,,,,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,French origin,-0.1819,,,**,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,German origin,-0.1309,,,,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,Scandinavian origin,-0.1676,,,,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 1,State-owned bank assets,-0.6024,,,***,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 1,Explicit deposit insurance,-0.0937,,,,Specification 3,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 3,Growth,0.0237,,,,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 3,Log GNP,0.0244,,,,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 3,Rule of Law,0.0674,,,***,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 3,State-owned bank assets,-0.4548,,,***,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 3,Explicit deposit insurance,-0.1651,,,**,Specification 1,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
Table 3,Growth,0.0343,,,,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 3,Log GNP,-0.0266,,,,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,False,,,,,,
Table 3,Rule of Law,0.1056,,,***,Specification 2,Deposit Insurance and External Finance,w10908,2004,-1,False,True,False,,True,,,,,,
